,authorID,projectContributions,methodsWritten,noOfClones,relativeClones,methodsWrittenCat,projectContributionsCat,developerExperienceNum,developerExperience
1241,070f3f0f-329f-2072-7771-8e58b37d6a3b,3,36,9,0.25,3,1,2.0,Medium
1242,0710a1fa-abb0-489c-c761-6fe733b6c09c,3,19,0,0.0,2,1,1.5,Low
1248,071b9803-b35d-ba47-5446-201b1d98719b,2,187,76,0.4064171122994652,4,1,2.5,Medium
1249,071fea2a-d688-c037-841e-2e14f97c89e0,7,119,81,0.680672268907563,4,3,3.5,High
1250,0721b2d4-65e7-5af5-23eb-bdda08446d65,2,64,32,0.5,4,1,2.5,Medium
1252,07260a4a-b728-ac5f-1819-afe77c2aaefc,2,14,9,0.6428571428571429,2,1,1.5,Low
1253,07268aba-13aa-21e0-22cd-ad51e15a7447,3,79,8,0.1012658227848101,4,1,2.5,Medium
1255,072e643b-797e-cc82-97de-2d540273e267,4,69,45,0.6521739130434783,4,2,3.0,High
1257,072fb4b4-d1fd-6835-fd97-07595521f8b3,3,6,1,0.1666666666666666,2,1,1.5,Low
1264,073bc839-2112-2e2d-1fcc-1188bc7c0468,5,169,37,0.2189349112426035,4,2,3.0,High
1275,0744bab5-768d-fc7a-190a-a69d02b84e5c,9,18,10,0.5555555555555556,2,4,3.0,High
1281,074b16f5-87ab-0613-fb94-26e2a0e47992,3,91,0,0.0,4,1,2.5,Medium
1283,074e1b15-0575-2df7-4334-6b345f2137de,2,47,0,0.0,3,1,2.0,Medium
1286,07528a9a-3388-719c-731a-d5a79b1ec83b,5,5,3,0.6,1,2,1.5,Low
1287,07534ec8-74a5-fcb1-6309-378cdc573b58,3,7,2,0.2857142857142857,2,1,1.5,Low
1289,075488c7-0133-f331-ab80-23b99b6dfaff,8,136,13,0.0955882352941176,4,4,4.0,High
1293,075d40a7-8839-5821-4d91-1bd8b514c753,7,7,6,0.8571428571428571,2,3,2.5,Medium
1296,07672c7d-0cc2-e4a2-41e2-c4d5b374659a,2,8,1,0.125,2,1,1.5,Low
1301,076df79e-6099-425a-9438-9666e6d2a852,2,48,0,0.0,3,1,2.0,Medium
1308,077fec7b-3774-3265-dd32-b520e4c0de8e,2,9,4,0.4444444444444444,2,1,1.5,Low
1309,0781ebed-7757-b2b2-1340-f126bc785b5c,4,10,5,0.5,2,2,2.0,Medium
1310,07828de2-de6a-fb3b-4ba5-94e4b69156c3,3,93,29,0.3118279569892473,4,1,2.5,Medium
1321,078dbbb3-4505-7183-bcc3-0bee3ad19569,2,43,0,0.0,3,1,2.0,Medium
1324,078fb6c0-74f1-01ea-9c71-a9f1712234a2,2,10,0,0.0,2,1,1.5,Low
1327,0791054a-f1ce-120c-07f8-5e11581b6e8c,3,19,13,0.6842105263157895,2,1,1.5,Low
1352,07ab4353-126f-d08f-123b-a440f35aa28f,2,32,0,0.0,3,1,2.0,Medium
1354,07ad0229-9a52-f903-67bc-3ab0a5600ac4,3,6,1,0.1666666666666666,2,1,1.5,Low
1356,07aeb9bb-13a0-ecc5-65a4-e4060fde61a5,2,200,197,0.985,4,1,2.5,Medium
1360,07b3e248-86d7-0e42-ff59-1af04e5b4a7a,3,145,7,0.0482758620689655,4,1,2.5,Medium
1368,07ceca91-a502-92a5-aa0c-5246ef303885,5,32,4,0.125,3,2,2.5,Medium
1370,07d12c4d-3f3c-4d84-242c-b8e87761d479,2,10,0,0.0,2,1,1.5,Low
1378,07db7648-0f2a-e873-0843-96c8f44ce314,2,101,0,0.0,4,1,2.5,Medium
1380,07e292ba-a0ee-b465-5ec7-7aff9608d6b5,9,141,51,0.3617021276595745,4,4,4.0,High
1384,07eb43c5-6efb-78d0-ca55-c1195bfbebf1,2,20,4,0.2,2,1,1.5,Low
1390,07f48334-67bf-292f-4219-ff4f23f20661,2,66,12,0.1818181818181818,4,1,2.5,Medium
1395,08029680-c5bc-f9be-6434-1cdfacf14443,5,35,35,1.0,3,2,2.5,Medium
1415,081acf9b-9fc0-a04a-b262-add407d7fe8f,3,21,14,0.6666666666666666,2,1,1.5,Low
1416,081cf720-73bb-0578-f29e-258680b71fdd,3,21,1,0.0476190476190476,2,1,1.5,Low
1418,0820887e-552a-c260-506a-861321e1bb9b,2,12,3,0.25,2,1,1.5,Low
1420,08298e33-fe17-8d33-9aa1-c91a88b0c5cd,6,120,85,0.7083333333333334,4,3,3.5,High
1422,082a02da-2228-d8ab-5926-c774647589dc,2,9,2,0.2222222222222222,2,1,1.5,Low
1429,0831bd46-f4db-ccee-f1a8-4400e6d98bf0,3,20,2,0.1,2,1,1.5,Low
1430,08343019-f1a0-9637-2174-065f839d1cb7,3,106,54,0.5094339622641509,4,1,2.5,Medium
1438,083fda99-6c10-79aa-e4dc-7ad9bae73e17,2,7,0,0.0,2,1,1.5,Low
1447,084726fb-9b93-e42c-62de-355a75fb38b4,2,121,0,0.0,4,1,2.5,Medium
1449,0847f1c7-bc4c-fb5c-e18e-df67eb51d16e,2,109,0,0.0,4,1,2.5,Medium
1450,08482210-5bfa-6eb2-eb27-eaca8aa98cb1,2,5,0,0.0,1,1,1.0,Low
1452,084e6e50-c0c9-84f3-2f6b-2361472ece4c,3,114,2,0.0175438596491228,4,1,2.5,Medium
1456,0854022d-7aec-8274-9bcf-777539059e16,2,63,10,0.1587301587301587,4,1,2.5,Medium
1457,08545215-11b0-dc15-80fb-398d30f2903b,2,134,1,0.0074626865671641,4,1,2.5,Medium
1462,085bae08-cff7-51c3-edcc-6e15d5d45874,3,140,77,0.55,4,1,2.5,Medium
1474,08663251-7799-8669-097e-c08fd7f79bc1,2,13,3,0.2307692307692307,2,1,1.5,Low
1477,0870338a-26ad-e0c5-0735-5d081c643bf9,2,10,0,0.0,2,1,1.5,Low
1480,08732c84-a630-c10a-fd07-056d13ed0d60,4,10,7,0.7,2,2,2.0,Medium
1499,088a5cdd-f4be-2011-0579-3c097bf2c99c,3,141,100,0.7092198581560284,4,1,2.5,Medium
1505,0891fa37-2b8e-4607-1102-11a1d2dc2dc8,3,25,3,0.12,2,1,1.5,Low
1511,0898b992-25c8-0890-fe9c-02445223734d,2,117,34,0.2905982905982906,4,1,2.5,Medium
1520,08a60204-7664-8e2f-3dc5-18dca60adc2f,2,109,68,0.6238532110091743,4,1,2.5,Medium
1521,08a68298-983e-5e09-488c-fd4f73227607,2,8,0,0.0,2,1,1.5,Low
1524,08abe55b-08e5-ff51-6d71-18e07b2cb4bc,5,72,32,0.4444444444444444,4,2,3.0,High
1526,08ae2980-bd5c-e0dc-54f4-f8ae693b4d95,2,28,11,0.3928571428571428,2,1,1.5,Low
1531,08b5097e-5129-00b2-a79a-fb4e76f6b678,6,77,7,0.0909090909090909,4,3,3.5,High
1540,08bc1300-216f-6772-f6ba-97df8b09e1c0,2,122,11,0.0901639344262295,4,1,2.5,Medium
1542,08bf6701-1354-9425-762b-2c59b81cb2d6,2,23,14,0.6086956521739131,2,1,1.5,Low
1544,08c0ee99-b88d-0cf9-f2f4-6d110817b9ac,4,23,8,0.3478260869565217,2,2,2.0,Medium
1545,08c2803d-5ced-c7b7-b2ee-f8866fa03a37,2,7,3,0.4285714285714285,2,1,1.5,Low
1546,08c45b0c-1c42-1acf-f99e-bab5bd22b9a0,2,6,3,0.5,2,1,1.5,Low
1547,08c4c81c-4b34-ed5f-89dc-9a563c975cc0,2,5,0,0.0,1,1,1.0,Low
1550,08c87d3a-95df-9236-e094-b2096fde8ad7,4,23,1,0.0434782608695652,2,2,2.0,Medium
1553,08cac8dd-aa0d-4cb7-9807-0bc8844d8f1a,3,86,40,0.4651162790697674,4,1,2.5,Medium
1554,08cb8b9d-d027-9059-ade3-d05d9763efd2,2,152,2,0.0131578947368421,4,1,2.5,Medium
1557,08d0dbda-c733-8a71-1ea8-9b26d81ba9f8,2,40,0,0.0,3,1,2.0,Medium
1568,08dec770-29af-fdbc-0577-b6fa61ec6ae3,2,26,4,0.1538461538461538,2,1,1.5,Low
1578,08e5adc2-4d98-1893-e13e-19cd6d59fc04,5,57,41,0.7192982456140351,4,2,3.0,High
1579,08e6297b-e4d9-47cd-5b77-e7d3e7de13e3,2,19,0,0.0,2,1,1.5,Low
1585,08e99276-8be3-8cda-a52d-db470692ceb1,5,88,24,0.2727272727272727,4,2,3.0,High
1586,08eea34d-5558-fb03-b34c-e644222ae17a,2,15,0,0.0,2,1,1.5,Low
1587,08ef201d-225c-382b-8ce5-d9a65520544b,2,8,3,0.375,2,1,1.5,Low
1588,08ef5158-8adc-c18f-2e0a-124c3d53d309,4,194,20,0.1030927835051546,4,2,3.0,High
1591,08f0eaf7-d022-d01e-f661-0a5e83ff4d17,2,27,13,0.4814814814814814,2,1,1.5,Low
1596,08fb1b41-06ce-8a2f-bb17-950ebae6c710,2,177,64,0.3615819209039548,4,1,2.5,Medium
1601,0903eabe-3b3c-f660-094c-671f6b9f3a35,3,12,9,0.75,2,1,1.5,Low
1603,090654e5-4e08-cef3-aad0-323d4393e9ad,2,63,1,0.0158730158730158,4,1,2.5,Medium
1609,090ec687-a3b6-9a62-fc60-b97d67eeb557,2,48,0,0.0,3,1,2.0,Medium
1615,091e7920-e7ca-beea-03d1-9954c1cdddfb,2,136,10,0.0735294117647058,4,1,2.5,Medium
1617,09207b67-d15d-b1da-912f-77f415b2916d,2,20,7,0.35,2,1,1.5,Low
1636,093d493e-2d6b-edba-5735-364d1551565f,2,55,0,0.0,4,1,2.5,Medium
1637,093e04de-05b4-6f84-94b5-2ba476b11a32,2,6,0,0.0,2,1,1.5,Low
1648,094a318f-6746-58e8-882e-46ff92372aeb,2,49,1,0.0204081632653061,3,1,2.0,Medium
1649,094a8c21-a358-3ee7-9b98-fdc49774d470,3,31,1,0.032258064516129,3,1,2.0,Medium
1650,094b2edf-ab7b-5e9c-e6ca-acfa3bf1143c,3,98,42,0.4285714285714285,4,1,2.5,Medium
1653,094f84f5-0162-bce9-d790-9b7117108f43,2,15,1,0.0666666666666666,2,1,1.5,Low
1654,0951f088-c40b-03f3-925d-9005cd494537,3,119,33,0.2773109243697479,4,1,2.5,Medium
1657,09568c14-96e0-9308-9439-735f0c26f137,4,18,2,0.1111111111111111,2,2,2.0,Medium
1660,095adf2e-f49f-c153-bc78-42c6287e4cfb,6,62,13,0.2096774193548387,4,3,3.5,High
1661,095b89e0-29c8-37f6-bed7-e5f4a537a507,3,12,8,0.6666666666666666,2,1,1.5,Low
1669,0965ee29-b55f-bb49-441b-45b0423fdcea,3,34,20,0.5882352941176471,3,1,2.0,Medium
1670,09670d45-79a7-edc8-3a33-dae85f961b3d,2,50,8,0.16,3,1,2.0,Medium
1671,0967f53b-3a9e-1f84-2be3-9f3d7fc9700b,2,24,9,0.375,2,1,1.5,Low
1677,097b93b9-f7da-019c-0aa6-2b4cae523898,6,27,7,0.2592592592592592,2,3,2.5,Medium
1684,09813b03-bdf8-9a3f-6ae4-608b205ae6f8,10,69,48,0.6956521739130435,4,4,4.0,High
1685,09819aef-6c4f-e677-1813-f9542a33a9d0,8,155,1,0.0064516129032258,4,4,4.0,High
1687,0985778c-eea5-0e59-f424-008d0b2719de,5,117,3,0.0256410256410256,4,2,3.0,High
1696,09975926-58c4-0abd-03dd-4db55090e264,3,27,7,0.2592592592592592,2,1,1.5,Low
1699,099a67a7-65c8-96fb-396c-ee9d6dda14a3,2,11,0,0.0,2,1,1.5,Low
1711,09ac6172-f54e-7f25-8ca1-0c9abcb32ab3,2,6,2,0.3333333333333333,2,1,1.5,Low
1713,09ad64bb-1096-a7c7-8a70-26ba594d47b1,2,20,8,0.4,2,1,1.5,Low
1717,09b11ea0-f098-be25-be8b-d33cb623afdc,2,15,0,0.0,2,1,1.5,Low
1720,09b4b7aa-df19-b5a8-3aa7-869f0e0e6e06,2,174,82,0.4712643678160919,4,1,2.5,Medium
1724,09b93d2a-5f54-92fc-21be-0217b58ec592,5,128,58,0.453125,4,2,3.0,High
1730,09bcab75-eb9c-f8d2-b8aa-d255ac7974e8,3,45,1,0.0222222222222222,3,1,2.0,Medium
1734,09bf3cbe-b333-fb1b-5183-ffd246777b43,8,17,5,0.2941176470588235,2,4,3.0,High
1738,09c6dc4c-e052-3e2c-6093-2c324c9f57f6,5,23,10,0.4347826086956521,2,2,2.0,Medium
1740,09cbf59b-b9a4-bfa1-829c-0c120cca132e,3,5,1,0.2,1,1,1.0,Low
1749,09daac32-f565-6f66-f409-bd754bc050ba,3,96,0,0.0,4,1,2.5,Medium
1758,09e9fb96-c243-cc91-3863-5ffd8ec0a0ec,7,14,12,0.8571428571428571,2,3,2.5,Medium
1759,09ec97e4-39f9-b4c5-8a17-36f58123ea54,9,23,17,0.7391304347826086,2,4,3.0,High
1760,09ecd55c-70d0-c615-d6cc-8fc1f84c9497,10,111,68,0.6126126126126126,4,4,4.0,High
1762,09eda4ab-9db6-00c4-3acb-f68479b075fa,2,73,8,0.1095890410958904,4,1,2.5,Medium
1763,09efb78a-da4a-bd95-cdb6-07efc31e4224,6,173,130,0.7514450867052023,4,3,3.5,High
1766,09f2ea36-8bd2-6265-ae17-f70ae4c8a67f,2,9,3,0.3333333333333333,2,1,1.5,Low
1781,0a108715-1ebe-4442-fd4a-c6712022fa82,2,96,65,0.6770833333333334,4,1,2.5,Medium
1789,0a1b4d89-0ad1-71ac-9d9e-79481f94fdd9,6,7,4,0.5714285714285714,2,3,2.5,Medium
1803,0a27715f-043d-cd24-81bc-758a1fea96cf,2,6,0,0.0,2,1,1.5,Low
1804,0a28370d-9f6c-58c5-1f4f-6bf0176f6205,7,125,68,0.544,4,3,3.5,High
1806,0a29e7b8-0ac3-098b-d273-69f6c03bc0a9,2,8,2,0.25,2,1,1.5,Low
1815,0a3c1c1b-a2e1-00e9-feac-ceeed4d52a1a,2,10,4,0.4,2,1,1.5,Low
1828,0a4aee89-eebf-1ebe-70f5-5aba73772dc6,2,28,0,0.0,2,1,1.5,Low
1835,0a4ed379-7539-9a8f-4712-dcabe1bb1043,2,50,8,0.16,3,1,2.0,Medium
1837,0a50e0a2-3ef1-190f-431f-df9acc51449c,3,15,7,0.4666666666666667,2,1,1.5,Low
1846,0a5f6b0d-566b-a8b7-8f09-0e7db6345b1f,8,8,7,0.875,2,4,3.0,High
1853,0a691bdf-e468-10b3-b13f-ac902a250a2d,2,7,0,0.0,2,1,1.5,Low
1854,0a69fb94-f79d-644f-57c2-aa6c644ea7e5,3,25,0,0.0,2,1,1.5,Low
1861,0a74a79a-f87c-035f-ba72-252b2d9b2839,2,108,80,0.7407407407407407,4,1,2.5,Medium
1862,0a7ae264-905f-c429-ffd6-a60c82c24c8a,3,37,35,0.945945945945946,3,1,2.0,Medium
1872,0a896ab2-9a69-1d94-bbde-05ffda885034,2,29,0,0.0,2,1,1.5,Low
1877,0a90427e-4424-50df-1cf7-f0f2270bf5a8,2,13,5,0.3846153846153846,2,1,1.5,Low
1881,0a95c631-1f93-dcff-a729-9e47c62880f3,2,58,0,0.0,4,1,2.5,Medium
1882,0a970a64-dab3-ce2c-9e5e-c9bac5c4774f,5,117,20,0.1709401709401709,4,2,3.0,High
1883,0a981e97-ed0c-155f-d624-e2945fa8a693,2,7,2,0.2857142857142857,2,1,1.5,Low
1884,0a9986c5-16f3-d009-9c71-d462d60399e4,3,92,48,0.5217391304347826,4,1,2.5,Medium
1885,0a9cde4d-deba-ee2b-a329-69219a5b32a8,2,32,6,0.1875,3,1,2.0,Medium
1888,0aa194f3-bc69-cc75-de20-92349ea52344,2,8,3,0.375,2,1,1.5,Low
1889,0aa1b13f-f442-c6aa-c724-736a6e666720,3,15,0,0.0,2,1,1.5,Low
1893,0aa53795-d4ef-095b-6098-ff3613ce020d,3,42,7,0.1666666666666666,3,1,2.0,Medium
1904,0ab36882-d226-871b-5c10-39b138d5fd0c,2,18,3,0.1666666666666666,2,1,1.5,Low
1905,0ab3a1a4-9421-ed48-da8c-d8f8adb54396,2,13,3,0.2307692307692307,2,1,1.5,Low
1907,0ab5188c-53ce-3f3a-2bd7-8b5ccaa711f6,3,9,6,0.6666666666666666,2,1,1.5,Low
1910,0ab83a77-0b94-9092-9693-d20775f3c03b,2,72,2,0.0277777777777777,4,1,2.5,Medium
1911,0ab8a132-aebe-f851-7889-02e8f5f8de29,4,55,0,0.0,4,2,3.0,High
1920,0ac4544e-d7df-3920-6558-0f7c6dc3d458,3,141,21,0.1489361702127659,4,1,2.5,Medium
1921,0ac4583a-a43c-d587-72e1-ae809a28ce54,3,53,2,0.0377358490566037,4,1,2.5,Medium
1926,0ac8d51c-fcc3-0563-5cfb-c5b752efae4d,2,48,11,0.2291666666666666,3,1,2.0,Medium
1931,0ace25cf-7780-67f9-8543-5310ba557a46,5,38,14,0.3684210526315789,3,2,2.5,Medium
1935,0ad3d273-a1d9-b35b-216e-4681afdc3e0d,3,8,2,0.25,2,1,1.5,Low
1940,0adf3448-6997-a356-793a-8306416466fa,2,10,0,0.0,2,1,1.5,Low
1942,0ae236be-422c-032d-6827-50fea70ef75e,7,17,14,0.8235294117647058,2,3,2.5,Medium
1947,0ae4939a-9049-1978-7d4e-a0a01d6bf8fd,2,72,2,0.0277777777777777,4,1,2.5,Medium
1948,0ae5fd54-0a7d-d3ef-1c16-60e75e286f60,3,91,78,0.8571428571428571,4,1,2.5,Medium
1954,0aed0974-a761-f6eb-7fba-1b79b70b6514,3,60,1,0.0166666666666666,4,1,2.5,Medium
1958,0af2ead3-9f1e-5d21-afca-1bd1872ccd4c,2,6,3,0.5,2,1,1.5,Low
1964,0af6426c-399c-aba6-2291-2ee676679ed1,8,20,11,0.55,2,4,3.0,High
1981,0b0c55b2-26c4-2b07-fd77-b420f0e708f7,2,8,1,0.125,2,1,1.5,Low
1989,0b18bb77-945f-7418-5964-2f7c2669bcf0,8,148,95,0.6418918918918919,4,4,4.0,High
1998,0b2643a2-ed3a-018e-a265-38046ba5ab77,4,8,5,0.625,2,2,2.0,Medium
2000,0b277541-6135-6335-3fd8-3db2ce5c810b,4,50,13,0.26,3,2,2.5,Medium
2008,0b3357d2-cb0a-494e-0a30-e2eefed1f8f3,2,183,15,0.081967213114754,4,1,2.5,Medium
2016,0b42b8f9-8440-2b67-8982-257a3bcdfec7,2,120,17,0.1416666666666666,4,1,2.5,Medium
2032,0b54406a-85dc-e29c-97cd-d2b909a2c3b1,2,5,1,0.2,1,1,1.0,Low
2034,0b5725a7-209a-623d-6ee8-b45f173a7b8e,3,96,61,0.6354166666666666,4,1,2.5,Medium
2035,0b592e9f-6fc5-7501-0d3f-c37620171131,2,8,4,0.5,2,1,1.5,Low
2036,0b5a0453-80b7-cc85-edf1-a00741616689,2,40,38,0.95,3,1,2.0,Medium
2052,0b7110e1-69e4-0e1c-fd54-724ce4216011,2,63,1,0.0158730158730158,4,1,2.5,Medium
2054,0b756c31-a01c-2207-c322-fe47e08b3e8a,2,30,0,0.0,2,1,1.5,Low
2055,0b76a754-8494-ee71-b8e5-f085c491dcef,3,15,1,0.0666666666666666,2,1,1.5,Low
2058,0b7cd054-ea92-a7d4-63bc-85e5370c9cee,4,121,0,0.0,4,2,3.0,High
2064,0b80b061-ff7d-058e-851f-043f8bc0a794,2,27,7,0.2592592592592592,2,1,1.5,Low
2068,0b851b07-f30b-707e-b11c-df9cacea794f,4,8,1,0.125,2,2,2.0,Medium
2082,0b957544-47da-2de1-3f8e-789774f71534,3,27,19,0.7037037037037037,2,1,1.5,Low
2087,0ba510a4-22be-98d9-4087-b929c1990ff7,2,147,0,0.0,4,1,2.5,Medium
2090,0ba92e7f-2b00-9ee3-364c-9eea417beb47,3,10,6,0.6,2,1,1.5,Low
2094,0bac30c3-3bff-2b98-9c72-1f14d75c1c00,3,62,4,0.064516129032258,4,1,2.5,Medium
2095,0baf2c6e-ed18-3a20-3201-116da2f2528a,3,18,0,0.0,2,1,1.5,Low
2108,0bc56f8a-561c-399d-49c8-ba5e4cc440db,8,50,13,0.26,3,4,3.5,High
2113,0bc95304-3b95-65ab-1376-9c5b3e1de66a,2,5,2,0.4,1,1,1.0,Low
2116,0bcc61cb-0e15-9d36-6436-b2e7d472a75c,2,7,0,0.0,2,1,1.5,Low
2119,0bce1d77-0c2e-d2d6-73a7-15e9fbe7ad39,3,54,10,0.1851851851851851,4,1,2.5,Medium
2123,0bd67e60-4d3e-baa7-2fac-63a5358bcb43,2,23,1,0.0434782608695652,2,1,1.5,Low
2125,0bd75131-cadf-d49f-7562-013b23fe3f06,2,12,5,0.4166666666666667,2,1,1.5,Low
2141,0beb23eb-d4d1-69f8-c1de-707fd738ba43,3,91,36,0.3956043956043956,4,1,2.5,Medium
2159,0c0abe74-ad6e-9688-19d0-c82cd617771f,2,5,0,0.0,1,1,1.0,Low
2168,0c17e841-a771-43b0-d04e-7ec5be4af38c,3,36,11,0.3055555555555556,3,1,2.0,Medium
2173,0c20128c-ad40-0d01-6e30-ba5bc7d9ddf0,2,10,5,0.5,2,1,1.5,Low
2175,0c20e83f-ea8b-376a-324a-3a968f39ec86,2,36,14,0.3888888888888889,3,1,2.0,Medium
2176,0c214ad8-a7f1-c0ce-60b3-bf2970127d6e,3,61,30,0.4918032786885246,4,1,2.5,Medium
2185,0c29237d-2c08-968a-884f-8e93d94c42ff,2,16,0,0.0,2,1,1.5,Low
2188,0c29d066-a35e-630c-e4cb-a54595dbf9e4,2,33,0,0.0,3,1,2.0,Medium
2189,0c2a7a6a-7567-7afd-a694-e1f477c3d4f2,2,193,186,0.9637305699481864,4,1,2.5,Medium
2192,0c2e6cdb-93b4-e7ac-81dd-f5389ba60247,5,18,0,0.0,2,2,2.0,Medium
2199,0c3bbae8-0b5c-bc8a-2eed-0e7b50076251,5,107,15,0.1401869158878504,4,2,3.0,High
2203,0c3d8bea-9615-b36e-5cdb-2d36e42dff70,2,32,15,0.46875,3,1,2.0,Medium
2205,0c3eb1b0-dc66-889d-7130-318caa13f96e,2,22,0,0.0,2,1,1.5,Low
2210,0c4375a3-11f4-ab4e-9bcc-1cc6990a7e12,2,68,12,0.1764705882352941,4,1,2.5,Medium
2217,0c4da5a7-d77b-8799-8e09-496f732321bf,2,27,4,0.1481481481481481,2,1,1.5,Low
2225,0c582d89-90a6-32b8-2eaf-6face151e79a,2,22,4,0.1818181818181818,2,1,1.5,Low
2241,0c6d6a5a-aff5-abdb-c8b9-c8d7ba323f39,7,162,11,0.0679012345679012,4,3,3.5,High
2249,0c7583c0-a1f4-3276-4ba6-92bce73f082a,2,44,9,0.2045454545454545,3,1,2.0,Medium
2251,0c761de2-02da-116b-c8aa-c066f93f1924,2,132,23,0.1742424242424242,4,1,2.5,Medium
2252,0c765ad0-515d-20e9-d940-b883d85dea57,3,30,0,0.0,2,1,1.5,Low
2253,0c7694ef-be5e-6926-1186-2deaf1de3e82,2,32,0,0.0,3,1,2.0,Medium
2257,0c7d0791-2abb-7a2c-fc64-9e393462fcec,4,8,6,0.75,2,2,2.0,Medium
2259,0c7e768a-1b7e-17f2-21f1-4621baa9ff13,2,12,2,0.1666666666666666,2,1,1.5,Low
2264,0c85f9dc-771c-5b12-3afc-bcb6348523f2,3,80,21,0.2625,4,1,2.5,Medium
2272,0c945fae-0d84-5471-4690-c9e03459f3f2,3,5,2,0.4,1,1,1.0,Low
2274,0c96f1fc-63ba-8f96-85c5-61b702dd38fc,2,53,0,0.0,4,1,2.5,Medium
2276,0c98c546-108b-2e04-93a1-d9dcee3b227b,2,6,2,0.3333333333333333,2,1,1.5,Low
2284,0ca087f6-ef8f-3c60-6dbd-325526724487,2,42,18,0.4285714285714285,3,1,2.0,Medium
2286,0ca285ad-9eea-27c0-9aa6-1bcd8704f706,2,15,0,0.0,2,1,1.5,Low
2288,0ca5c8bb-4d95-5615-5e29-9384ffc55a12,2,9,0,0.0,2,1,1.5,Low
2290,0cac0725-6002-1b26-15b6-fc57c9132490,3,9,6,0.6666666666666666,2,1,1.5,Low
2294,0cb31b3c-d5f9-f2a4-e2fc-5c21ef11b740,3,155,2,0.0129032258064516,4,1,2.5,Medium
2307,0cc71b47-fbc9-8eb0-4cf6-2e28cbef5a04,2,55,6,0.109090909090909,4,1,2.5,Medium
2311,0cca5815-285d-3155-3401-6d36af3f9bd9,4,55,2,0.0363636363636363,4,2,3.0,High
2316,0cd2d3c9-5941-5503-aed0-f176d147ddfc,2,14,5,0.3571428571428571,2,1,1.5,Low
2323,0cdd57e6-94b9-2d7c-54da-42fa5a4b3278,5,28,6,0.2142857142857142,2,2,2.0,Medium
2327,0ce2cca9-511a-36de-a49f-a82e782227f1,2,14,0,0.0,2,1,1.5,Low
2328,0ce3177b-f35c-8ad2-3c7a-435e2dfdfffe,2,12,0,0.0,2,1,1.5,Low
2329,0ce6abb7-ae86-675a-ad7c-8b5673fdc8b8,4,8,2,0.25,2,2,2.0,Medium
2332,0ceb6211-98a6-49b5-f94e-e0c0468a48eb,3,69,41,0.5942028985507246,4,1,2.5,Medium
2345,0cf61620-e219-308a-2d5d-608fa3823c20,8,86,0,0.0,4,4,4.0,High
2348,0cf98fcc-ad16-3897-8478-4df90b69cadb,5,63,0,0.0,4,2,3.0,High
2360,0d0838f8-4d09-8c0a-950b-f0b88813640d,2,6,3,0.5,2,1,1.5,Low
2366,0d0d775a-b333-0923-71f4-b74af9ddb037,2,9,3,0.3333333333333333,2,1,1.5,Low
2371,0d112872-29cd-1e2f-d887-f53b02785a1a,3,24,15,0.625,2,1,1.5,Low
2373,0d1257fe-7398-a735-0f75-24aa5827bc84,3,31,1,0.032258064516129,3,1,2.0,Medium
2393,0d2831e8-eecf-9771-42ee-db5fed046c03,3,198,182,0.9191919191919192,4,1,2.5,Medium
2395,0d2bf170-acf6-3239-fc56-e7bb1e808ab7,3,123,1,0.008130081300813,4,1,2.5,Medium
2398,0d2e90dc-a45d-2cc5-1bc4-4d00e353eace,2,16,11,0.6875,2,1,1.5,Low
2400,0d2f2073-8d54-8221-d65e-4e4acd3934e1,2,53,1,0.0188679245283018,4,1,2.5,Medium
2401,0d2f5706-8a87-374a-7a25-584615e2f483,3,74,12,0.1621621621621621,4,1,2.5,Medium
2412,0d361771-82b9-5cfd-3723-32f5518c11f1,3,8,3,0.375,2,1,1.5,Low
2414,0d386a4d-5628-6dee-53f7-de3285819996,2,63,22,0.3492063492063492,4,1,2.5,Medium
2420,0d4161b1-ec6c-7675-ed25-055c324837bb,2,7,0,0.0,2,1,1.5,Low
2421,0d433405-1cdf-5669-1a65-e82495b4c2f7,2,21,0,0.0,2,1,1.5,Low
2423,0d444365-f889-d029-6a0f-c02cf6bdbc48,2,166,1,0.0060240963855421,4,1,2.5,Medium
2425,0d4cb16f-5528-1d2c-3096-afb16e44b316,2,98,49,0.5,4,1,2.5,Medium
2442,0d688d7c-9c3f-4d97-cb83-c0d816f47cfd,4,16,9,0.5625,2,2,2.0,Medium
2443,0d6a8cf3-01e2-1af3-44e6-3ea0cb8074b3,9,62,0,0.0,4,4,4.0,High
2447,0d6b78ef-044f-6684-40f3-187effea35b2,3,41,22,0.5365853658536586,3,1,2.0,Medium
2450,0d6da33f-7685-af90-ed1f-a72773dac9d9,2,30,0,0.0,2,1,1.5,Low
2454,0d717a0f-f1cf-71d9-07c2-5282371b5ea6,2,147,25,0.1700680272108843,4,1,2.5,Medium
2455,0d72a265-fac1-2e2d-0709-95c6df73b40a,2,71,14,0.1971830985915492,4,1,2.5,Medium
2458,0d75a1f1-fcc3-3f19-a043-aa3007d2e20c,2,24,2,0.0833333333333333,2,1,1.5,Low
2471,0d97b103-c74a-e527-8f41-6466773e56fc,2,154,0,0.0,4,1,2.5,Medium
2472,0d983f59-1b0f-bd1d-31d5-f97ad9dcace0,4,10,0,0.0,2,2,2.0,Medium
2475,0d9c814d-a905-8d14-0a7d-90b693f3885c,2,29,2,0.0689655172413793,2,1,1.5,Low
